0
5125
10125
14875
19259
23169
26509
29195
31163
32363
32767
32363
31163
29195
26509
23169
19259
14875
10125
5125
0
-5127
-10126
-14877
-19261
-23171
-26510
-29197
-31165
-32365
-32768
-32365
-31165
-29197
-26510
-23171
-19261
-14877
-10126
-5127
