0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
131074,4.000061035
458759,14.00021362
1245203,38.00057983
2490406,76.00115967
4390979,134.0020447
7077996,216.0032959
10748068,328.0050049
15466732,472.0072021
21430599,654.0099792
28639669,874.0133362
37487164,1144.017456
47842010,1460.022278
60031892,1832.027954
73925736,2256.034424
89654616,2736.041748
107218532,3272.049927
126486410,3860.058899
147392713,4498.068634
169806367,5182.079071
193596298,5908.090149
218500358,6668.101746
244190862,7452.113708
270274588,8248.125854
296554925,9050.138092
322507577,9842.150177
347804859,10614.16196
371988012,11352.17322
394663814,12044.18378
415373506,12676.19342
433789403,13238.202
449452746,13716.20929
462035850,14100.21515
471145493,14378.21939
476519527,14542.22189
477961341,14586.22256
475339861,14506.22134
468392939,14294.21811
457317186,13956.21295
441915991,13486.20578
422582576,12896.19678
399382478,12188.18597
372708919,11374.17355
342692973,10458.15958
309858936,9456.144287
274600030,8380.127869
237375014,7244.110535
198904795,6070.092621
159713669,4874.074371
120391469,3674.056061
81593565,2490.037994
43713179,1334.020355
7274607,222.0033875
-27001245,-824.0126038
-58917764,-1798.027466
-87885118,-2682.040955
-113510085,-3464.052887
-135464980,-4134.06311
-153684266,-4690.071594
-167905795,-5124.078217
-178129567,-5436.082977
-184355582,-5626.085876
-186583840,-5694.086914
-185076489,-5648.086212
-180095677,-5496.083893
-171838015,-5244.080048
-160827799,-4908.074921
-147261640,-4494.068604
-131729371,-4020.061371
-114624214,-3498.053406
-96601539,-2948.045013
-78054568,-2382.036377
-59442060,-1814.02771
-41353848,-1262.019287
-24117617,-736.011261
-8257663,-252.0038757
5898330,180.0027466
18022675,550.0083923
27918762,852.0130005
35455517,1082.01651
40436329,1234.018829
42992272,1312.02002
42992272,1312.02002
40632940,1240.018921
36045350,1100.016785
29426113,898.0137024
21102914,644.0098267
11206827,342.0052185
196611,6.000091553
-11534513,-352.0054016
-23527784,-718.0109863
-35455518,-1082.016541
-46793419,-1428.02182
-57213802,-1746.026672
-66323445,-2024.030914
-73860200,-2254.034424
-79496382,-2426.037048
-83100917,-2536.038727
-84411657,-2576.039337
-83428602,-2546.038879
-80086215,-2444.037323
-74318959,-2268.034637
-66257908,-2022.030884
-56099673,-1712.026154
-44106402,-1346.020569
-30409169,-928.0141907
-15335659,-468.0071716
655370,20.00030518
17301768,528.0080566
34144777,1042.0159
50594564,1544.02356
66454518,2028.030945
81200343,2478.037811
94569891,2886.044037
106104403,3238.049408
115541731,3526.053802
122554190,3740.057068
126945169,3874.059113
128649131,3926.059906
127535002,3892.059387
123668319,3774.057587
116983545,3570.054474
107611754,3284.05011
95684020,2920.044556
